source,patent_id,publication_number,title,abstract,assignee,inventors,publication_date,filing_date,country,source_url,keywords,candidate_application_areas,ipc_codes,cpc_codes,claims_excerpt,patent_family,citation_count
EPO,EP3445237A1,EP3445237A1,Respiration monitoring system and method,"A wearable respiration monitoring system and associated method that is configured to (i) determine three dimensional displacement of the spine of a subject with respect to the axial displacement of the subject's chest wall, (ii) process the three dimensional anatomical data, (iii) determine at least one respiration parameter associated with the monitored subject as a function of the three dimensional anatomical data, and (iv) generate at least one respiration parameter signal representing the respiration parameter.",Medical Design Solutions Inc,Robert T. Stone,2019-02-27,2016-04-20,EP,https://patents.google.com/patent/EP3445237A1/en,wearable electronics; respiration monitoring; conductive textile; textile sensor,physiological sensing; smart garments,,A61B5/1135; A61B5/0806; A61B5/091; A61B5/6805; A61B5/6823; A61B2562/0223,"Claims CLAIMS What is claimed is: 1 . A wearable respiration monitoring system, comprising: a garment that is configured to cover at least the chest region and the upper back of a subject; said garment comprising an integral circumferential band, said band including a respiration detection system and integral signal transmission conductors in a flexible configuration thereon, said respiration detection system comprising a permanent magnet and electromagnetic coil, said magnet being configured to",ID=60116956,13
EPO,EP3693057A1,EP3693057A1,Garments for wearable medical devices,"According to at least one aspect, a wearable cardiac device is provided. The wearable cardiac device includes a garment worn about a torso of a patient, at least one sensing electrode to monitor cardiac activity of the patient, and a controller including a plurality of separate and distinct modules distributed about and/or integrated into the garment. The plurality of separate and distinct modules includes, for example, an operations module coupled to the at least one sensing electrode and configured to detect at least one cardiac condition of the patient and/or a communications module coupled to the operations module to communicate with an external device. In some examples, the wearable cardiac device may be configured as a treatment device and include an energy storage module coupled to at least one therapy electrode and configured to store energy for at least one therapeutic shock to be applied to the patient.",Zoll Medical Corp,Thomas E. Kaib; Gregory R. Frank; Mark Jerome Owens; Shane S. Volpe; Gary A. Freeman,2020-08-12,2016-11-21,EP,https://patents.google.com/patent/EP3693057A1/en,smart garment; wearable electronics; textile electrode; conductive textile,physiological sensing; smart garments; medical monitoring,,A61N1/0484; A41D31/14; A61B5/0205; A61B5/021; A61B5/1118; A61B5/14542; A61B5/349; A61N1/0456; A61N1/046; A61N1/0476; A61N1/3625; A61N1/36585; A61N1/3904; A61N1/3925; A61N1/3968; A61N1/3987; A41D13/1281; A41D31/102; A41D31/12; A61B5/0537; A61B5/0816; A61B5/4839; A61B5/6804; A61B5/6805,"A wearable medical device for monitoring a patient for a cardiac arrhythmia condition comprising: a garment worn about a torso of a patient, a plurality of sensing electrode configured to monitor ECG signals of the patient, a plurality of therapy electrode configured to provide treatment to the patient, and a controller configured to detect a cardiac condition of the patient based on the monitored ECG signals of the patient and provide at least one therapeutic pulse to the patient based on the d",ID=57543188,304
EPO,EP2510871A1,EP2510871A1,Wearing structure for measuring physiological signal,"A wearing structure for measuring a physiological signal is provided. The wearing structure includes a sensing layer, a liquid storing layer and a cover layer. The sensing layer has at least one sensor for sensing the physiological signal of a user. The liquid storing layer covers the sensing layer and stores an electrically conductive liquid. The cover layer covers the storing layer for preventing loss of the electrically conductive liquid. The liquid storing layer is disposed between the sensing layer and the cover layer. The electrically conductive liquid is used for enhancing the sensing of the physiological signal of the user by the at least one sensor.",Kings Metal Fiber Technologies Co Ltd,King-Mu Hsiao; Hong-Hsu Huang; I-Chen Su; Jung-Hsiang PENG,2012-10-17,2012-03-12,EP,https://patents.google.com/patent/EP2510871A1/en,wearing structure; physiological sensing; conductive liquid; textile electrode; wearable sensor,physiological sensing; smart garments,,A61B5/00; A61B5/68; A61B5/6801; A61B5/24,"A wearing structure for measuring a physiological signal, comprising: a sensing layer, having at least one sensor for sensing the physiological signal of a user; a liquid storing layer, covering the sensing layer and storing an electrically conductive liquid; and a cover layer, covering the liquid storing layer for preventing the electrically conductive liquid from losing; wherein the liquid storing layer is disposed between the sensing layer and the cover layer, and the electrically conductive liquid is used for enhancing the sensing of the physiological signal of the user by the at least one sensor.",ID=43333059,
EPO,EP2676602A1,EP2676602A1,Physiological signal detection device,"A physiological signal detection device (1) includes a base layer (20), at least one electrode pad (11), and at least one projection (30). The electrode pad is positioned on a top surface of the base layer. The electrode pad and the base layer form a first receiving compartment (S1) therebetween. The projection is retained in the first receiving compartment. The projection includes at least one raised surface (31), and the raised surface of the projection supports and raises the electrode pad.",Kings Metal Fiber Technologies Co Ltd,Hong-Hsu Huang; I-Chen Su; Shun-Tung Yang,2013-12-25,2012-06-20,EP,https://patents.google.com/patent/EP2676602A1/en,physiological sensing; electrode pad; wearable sensor; conductive textile; fabric sensor,physiological sensing; smart garments,,A61B5/00; A61B5/24; A61B5/25,"The physiological signal detection device as claimed in Claim 1 further comprising an edge enclosure band, the edge enclosure band having a lower flange coupled to an edge portion of a bottom surface of the base layer and an upper flange coupled to an edge portion of a top surface of the electrode pad, the edge portion of the top surface of the electrode pad corresponding to the edge portion of the bottom surface of the base layer.",ID=46754234,3
EPO,EP2695575A1,EP2695575A1,Waterproof physiological signal detection device,"A waterproof physiological signal detection device includes at least one electrode pad, a waterproof base layer, at least one water absorption unit, and a waterproof top layer. The electrode pad is positioned on a top surface of the waterproof base layer, and a first receiving compartment formed therebetween. The water absorption unit is positioned in the first receiving compartment. The water absorption unit has a top engaging the electrode pad and s a bottom engaging the waterproof base layer. The waterproof top layer overlaps the waterproof base layer and forms at least one top layer opening that corresponds to and exposes the at least one electrode pad. An undersurface of a circumference of the top layer opening overlaps a circumference of a top surface of the electrode pad with a central portion of the electrode pad projecting through the top layer opening.",Kings Metal Fiber Technologies Co Ltd,I-Chen Su; Hong-Hsu Huang; Shun-Tung Yang,2014-02-12,2012-08-09,EP,https://patents.google.com/patent/EP2695575A1/en,physiological sensing; electrode pad; waterproof textile; conductive yarn; wearable sensor,physiological sensing; smart garments,,A61B5/00; A61B5/24; A61B5/25; A61B5/251; A61B5/256; A61B2562/00; A61B2562/12; A61B2562/125,"A waterproof physiological signal detection device, comprising: a waterproof base layer; at least one electrode pad, which is positioned on a top surface of the waterproof base layer, the at least one electrode pad and the waterproof base layer forming a first receiving compartment therebetween; at least one water absorption unit, which is positioned in the first receiving compartment, the water absorption unit having a top engaging the electrode pad, the water absorption unit having a bottom engaging the waterproof base layer; and a waterproof top layer.",ID=43333059,
EPO,EP4089215A1,EP4089215A1,Article of clothing comprising a composite core yarn,"The present invention provides an article of clothing comprising one or more wire paths (22) which comprise a composite core yarn, which wire path is/are adapted to be connected between an electrode (18, 19, 20) mounted on an inner surface of the article of clothing and a control station (17), which is adapted to communicate with the electrode (18, 19, 20), wherein the composite core yarn comprises at least one electrically conductive filament (13, 14) as a core and a cover layer (10) which encapsulates the core, wherein the cover layer (10) comprises staple fibers.",Sanko Tekstil Isletmeleri Sanayi ve Ticaret AS,Hakan Konugoglu; Aydin Gokhan,2022-11-16,2017-12-22,EP,https://patents.google.com/patent/EP4089215A1/en,conductive yarn; smart garment; textile electrode; composite core yarn; ECG,physiological sensing; smart garments; e-textiles,,D02G3/00; D02G3/44; D02G3/441; D02G3/22; D02G3/36; A61B5/00; A61B5/24; A61B5/25; A61B5/263; A61B5/27; A61B5/68; A61B5/6801; A61B5/6802; A61B5/6804; A61B5/6805; D02G3/12; D02G3/32; A41D1/00; A41D1/002; A61B5/02; A61B5/024; A61B5/02438; A61B5/316; A61B5/318; A61B5/332; D10B2401/16; D10B2401/18; D10B2501/00; D10B2509/00,"An article of clothing comprising one or more wire paths (22) which comprise a composite core yarn, which wire path is/are adapted to be connected between an electrode (18, 19, 20) mounted on an inner surface of the article of clothing and a control station (17), which is adapted to communicate with the electrode (18, 19, 20), wherein the composite core yarn comprises at least one electrically conductive filament (13, 14) as a core and a cover layer (10) which encapsulates the core, wherein the cover layer (10) comprises staple fibers.",ID=60888254,
EPO,EP4566128A1,EP4566128A1,Electrical connector for smart garments,"An electrical connector system includes an electronic component with a housing and receptacle, and a connector plug configured to mechanically and electrically couple to the electronic component in a releasable manner. The connector can be incorporated into smart garments, and examples include wiring harnesses with sensors such as accelerometers, temperature sensors or humidity sensors attached to a garment.",WL Gore and Associates Inc,Nicolas L. POIRETTE-LANTEAUME,2025-06-11,2023-08-02,EP,https://patents.google.com/patent/EP4566128A1/zh,smart garment connector; sensor harness; wearable electronics; garment wiring; physiological sensing,smart garments; physiological sensing; e-textile interconnects,,H01R13/631; H01R12/771; A61B5/6804; H01R13/6683; A41D27/00; A61B5/02438; A61B5/282; H05K1/038,"An electrical connector system includes an electronic component, including a housing; a receptacle on the housing; at least one first electrical contact on the receptacle contact wall; a connector plug configured to be mechanically and electrically coupled in a releasable manner to the electronic component.",,
EPO,EP3256044B1,EP3256044B1,Smart apparel,"A garment for use in a system for monitoring the technique of a user undertaking a physical activity is formed of washable textile material and includes a stretchable textile electronic interface with a flexible dock for receiving a processing unit. Embedded data transmission paths connect conductive connection patches to at least one sensor for detecting motion parameters, with the sensor and path encapsulated or integrated within the garment.",Mas Innovation Pvt Ltd,Fatima Ilma MARIKKAR; Alujjage Don Vishwa ALUTHGE; Vivek Vashdev RAMCHANDANI,2024-01-24,2016-02-15,EP,https://patents.google.com/patent/EP3256044B1/en,smart apparel; motion sensing; textile interface; embedded data path; haptic feedback,smart garments; sports performance monitoring; wearable feedback,,A41D1/005; A61B5/0022; A61B5/1118; A61B5/112; A61B5/486; A61B5/6804; A61B5/7455; A63B24/0062,"A garment for use in a system for monitoring the technique of a user undertaking a physical activity, the garment being formed of a washable textile material, and comprising: a securing region for securing the garment against a part of the user's body.",ID=52781561,
EPO,EP2397577B1,EP2397577B1,Metallization of textile structures,"A metallized textile structure comprises a non-conductive organic or inorganic synthetic fiber coated with a first nickel metal layer, a second copper or silver metal layer over the first layer, and a third zinc metal layer over the second layer. The metallized textile structures can provide electromagnetic shielding, electrical conductivity, chemical stability and compatibility with the human body.",Soliani EMC Srl,Giovanni Carlo Re,2013-09-11,2011-06-20,EP,https://patents.google.com/patent/EP2397577B1/en,metallized textile; conductive fiber; electromagnetic shielding; textile coating; medical sensor,e-textiles; medical sensing; electromagnetic shielding,,C25D7/00; C03C25/12; C03C25/52; C23C18/1651; C23C18/1653; D06M11/83; C25D3/22,"A metallized textile structure comprising a non conductive organic or inorganic synthetic fiber, said fiber being coated: (a) by a first metal layer made of nickel, (b) by a second metal layer placed over the first layer, the metal being selected between copper and silver, and (c) by a third metal layer made of zinc.",,
EPO,EP2289412A1,EP2289412A1,"Unconstrained wearable spirometer apparatus, system, and measurement method using the same","Provided is an unconstrained wearable spirometer apparatus. The apparatus includes a variable resistor including a conductive yarn, the length of which changes according to a change in circumference of one's chest when breathing, and having a resistance which changes according to a change in length of the conductive yarn, a resistance-voltage converter converting the resistance of the variable resistor into a voltage, an analog-digital converter converting the voltage in an analog-digital manner, and digitizing the converted results, a cross-sectional capacity calculator calculating changes in cross-sectional capacity of one's chest according to the digitized voltage, an adder adding the calculated changes in cross-sectional capacity and calculating lung capacity, and a transmitter externally transmitting the calculated lung capacity information. Therefore, lung capacity can be measured by wearing such an apparatus in the form of clothing without the use of an external apparatus or device.",Electronics and Telecommunications Research Institute,Ji Wook Jeong; Yong Won Jang; Seung Hwan Kim; Seon Hee Park,2011-03-02,2010-06-30,EP,https://data.epo.org/publication-server/rest/v1.2/patents/EP2289412NWA1/document.pdf,conductive yarn; wearable spirometer; respiration sensing; smart garment; lung capacity,physiological sensing; smart garments,A61B5/08; A61B5/113,,"1. An unconstrained wearable spirometer apparatus comprising: a variable resistor including a conductive yarn, the length of which changes according to a change in circumference of one's chest when breathing, and having a resistance which changes according to a change in length of the conductive yarn.",,
EPO,EP2842486A1,EP2842486A1,Textile-based inductance electrode for bio-signal detection,"Provided is a conductive textile-based inductance-type electrode apparatus for bio-signal detection, which includes an electrode unit having a textile electrode for receiving an oscillation signal from an oscillating unit and outputting a bio signal of a subject person, the textile electrode having a spiral coil disposed at a textile sheet formed by spirally turning a coil thread with conductivity from one end to the other end disposed at a center portion thereof, a bottom textile sheet coming in contact with a skin of the subject person, and a buffering member disposed between the electrode unit and the bottom textile sheet to separate the electrode unit from the skin.",Industry-Academic Cooperation Foundation Yonsei University; Konkuk University Industrial Cooperation Corp.,Joo Hyeon Lee; Sunok Gi; Jeong-Whan Lee; Young-Jae Lee,2015-03-04,2014-08-29,EP,https://data.epo.org/publication-server/rest/v1.2/publication-dates/20150304/patents/EP2842486NWA1/document.pdf,textile electrode; bio-signal detection; conductive coil; wearable electrode; inductance sensing,physiological sensing; wearable electrodes,A61B5/053; A61B5/024; A61B5/11,,1. A conductive textile-based inductance-type electrode apparatus for bio-signal detection including an electrode unit having a textile electrode for receiving an oscillation signal and outputting a bio signal of a subject person.,,
EPO,EP3471159A1,EP3471159A1,"Piezoelectric base material, piezoelectric woven fabric, piezoelectric knitted fabric, piezoelectric device, force sensor, and actuator","The present invention provides a piezoelectric substrate which includes a first piezoelectric body having an elongated shape and helically wound in one direction, and which does not include a core material, in which the first piezoelectric body includes a helical chiral polymer having an optical activity; in which the length direction of the first piezoelectric body is substantially parallel to the main direction of orientation of the helical chiral polymer included in the first piezoelectric body; and in which the first piezoelectric body has a degree of orientation F, as measured by X-ray diffraction, within the range of 0.5 or more but less than 1.0.",Mitsui Chemicals Inc.; Murata Manufacturing Co. Ltd.,Mitsunobu Yoshida; Kazuhiro Tanimoto; Katsuki Onishi; Shigeo Nishikawa; Masamichi Ando,2019-04-17,2017-06-05,EP,https://data.epo.org/publication-server/rest/v1.2/patents/EP3471159NWA1/document.pdf,piezoelectric fabric; woven sensor; knitted sensor; force sensor; chiral polymer,force sensing; e-textiles; actuators,H01L41/193; G01L1/16; H01L41/087; H01L41/09; H01L41/113; H01L41/45,,"1. A piezoelectric substrate comprising a first piezoelectric body having an elongated shape and helically wound in one direction, wherein the first piezoelectric body includes a helical chiral polymer having optical activity.",,
EPO,EP3510922A1,EP3510922A1,Biosignal detection garment,"An object of the present invention is to provide a biosignal detecting garment capable of continuously and stably detecting a biosignal for a long period of time without causing discomfort to a wearer. The biosignal detecting garment of the present invention includes a crop top type or brassiere type garment body, an under belt that has a fastening tool capable of adjusting a chest circumference size and that is disposed in the garment body, and an electrode that is disposed in the under belt.",Toray Industries Inc.; Nippon Telegraph and Telephone Corporation,Azuki Otsuka; Emiko Ishikawa; Yasuharu Murakami; Takako Ishihara; Kazuhiko Takagahara; Kouji Fujii,2019-07-17,2017-09-05,EP,https://data.epo.org/publication-server/rest/v1.2/patents/EP3510922NWA1/document.pdf,biosignal garment; textile electrode; chest belt; wearable monitoring; smart garment,physiological sensing; smart garments,A61B5/0408; A61B5/04; A61B5/0404; A61B5/0478,,"1. A biosignal detection garment comprising a crop top type or brassiere type garment body, an under belt disposed in the garment body, and an electrode disposed in the under belt.",,
EPO,EP3677176A1,EP3677176A1,Living-body contact electrode and clothing for measuring living-body information,"The purpose of the present invention is to provide a living-body contact electrode used primarily in a garment for measuring living-body information, which can maintain comfort at the time of wearing without worrying about rubbing between the electrode and the skin while acquiring a stable electrical signal even in a dry state and a wet state. A living-body contact electrode can acquire a living-body electrical signal with decreased electrical noises by suppressing the displacement of electrode without impairing feeling and feel of wearing by suppressing the skin irritation by limiting the coefficient of static friction of the surface of the electrode with respect to the skin.",Toyobo Co. Ltd.,Haruhiko Narusawa,2020-07-08,2018-08-23,EP,https://data.epo.org/publication-server/rest/v1.0/publication-dates/20200708/patents/EP3677176NWA1/document.pdf,contact electrode; living-body signal; smart garment; dry electrode; wearable monitoring,physiological sensing; smart garments,A61B5/0408,,1. A living-body contact electrode comprising a living-body contact electrode portion and an electrical wiring portion for transmitting a living-body electrical signal acquired at the living-body contact electrode portion.,,
EPO,EP3327636A1,EP3327636A1,RFID tags in wearables,"A stretch-activated switch is incorporated in an RFID tag that can be mounted on a stretchable, wearable textile article. The stretch-activated switch can receive a stretch input to place the RFID tag in either an activated or an unactivated state. The stretch input can correspond to a user donning or doffing the stretchable, wearable textile article.",Motorola Mobility LLC,Scott Debates; Douglas Lautner; Jagatkumar Shah; Mary Hor-Lao,2018-05-30,2017-11-20,EP,https://data.epo.org/publication-server/rest/v1.2/publication-dates/20180530/patents/EP3327636NWA1/document.pdf,RFID textile; stretch switch; wearable textile; user interface; smart garment,wearable user interface; smart garments,G06K19/077; G06F1/16; G06K19/02,,"1. A stretch-activated switch incorporated in an RFID tag that can be mounted on a stretchable, wearable textile article.",,
EPO,EP4327858A1,EP4327858A1,Upper extremity wearable device,"An upper extremity wearable device includes a pressure sleeve configured to wrap a forearm, a middle finger stimulating electrode and a ring finger stimulating electrode disposed on an inner surface of the pressure sleeve. The middle finger stimulating electrode covers a middle finger stimulating point which is measured from an ulnar styloid process, moving two lateral units, and moving four longitudinal units. The ring finger stimulating electrode covers a ring finger stimulating point which is measured from the ulnar styloid process, moving one lateral unit, and moving five longitudinal units.",Taiwan Textile Research Institute,Chieh Yin; Chien-Lung Shen; Szu-Yu Liao; Mei-Chuan Tseng; Chien-Fa Tang,2024-02-28,2023-02-20,EP,https://data.epo.org/publication-server/rest/v1.2/patents/EP4327858NWA1/document.pdf,wearable sleeve; stimulating electrode; textile device; upper extremity; physiological stimulation,wearable therapy; smart garments,A61N1/04,A61N1/0456; A61N1/0452; A61N1/0484,1. An upper extremity wearable device comprising a pressure sleeve configured to wrap a forearm and stimulating electrodes disposed on an inner surface of the pressure sleeve.,,
EPO,EP3272281A2,EP3272281A2,Motion capturing garments and system and method for motion capture using jeans and other garments,"A real-time motion capture system and garment includes a wearable activity monitor that may be a pair of denim jeans. The wearable activity monitor includes multiple sensors such as accelerometers, gyrometers, magnetometers disposed within the seams of the garment. A microprocessor and wireless transmitter communicate the motion data to an external device. The microprocessor and wireless transmitter may be included within one of the seams. An elastically stretchable ribbon or a flexible ribbon such as a kapton ribbon or a ribbon formed of textile electrically couples the sensors and microprocessor and is also disposed inside the seams.",Sanko Tekstil Isletmeleri San. Ve Tic. A.S.,Ozgur Cobanoglu; Jitka Eryilmaz; Serkan Mert; Fehim Caglar,2018-01-24,2017-07-19,EP,https://data.epo.org/publication-server/rest/v1.2/patents/EP3272281NWA2/document.pdf,motion capture; garment sensors; textile ribbon; wearable activity monitor; smart jeans,motion sensing; smart garments; wearable electronics,A61B5/00; A61B5/11,,1. A real-time motion capture system and garment including a wearable activity monitor with multiple sensors disposed within seams of the garment.,,
EPO,EP4357500A1,EP4357500A1,Glove,"An aspect of the present invention is a glove including: a glove main body (10) knitted with a yarn made of fiber, the glove main body including: a main body portion (10a); five finger-receiving portions (10b) each having a bottomed cylindrical shape; and a cylindrical cuff portion (10c), wherein in at least a part of a palm part, the main body portion has a repeating structure (40) of a strip-shaped electrically conductive part (20) containing an electrically conductive yarn (21); and a strip-shaped electrically non-conductive part (30) not containing the electrically conductive yarn, a ratio of the number of courses of the electrically conductive part (20) to the number of courses of the electrically non-conductive part (30), the electrically conductive part (20) and the electrically non-conductive part (30) being adjacent to each other, is no less than 1:2 and no greater than 1:6, the electrically conductive part (20) is constituted by plating knitting of the electrically conductive yarn (21) and an electrically non-conductive plating yarn (22), a fineness ratio of the electrically conductive yarn (21) to the plating yarn (22) is no less than 1:0.5 and no greater than 1:2, and a fineness ratio of an electrically non-conductive yarn (31), which constitutes the electrically non-conductive part (30), to the electrically conductive yarn (21) contained in the electrically conductive part (20) is no less than 1:0.4 and no greater than 1:1.",SHOWA GLOVE CO,YONEMITSU Hosei,2024-04-24,2023-10-06,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4357500A1&KC=A1,conductive yarn,wearable health monitoring; smart textiles,D04B1/12; D04B1/20; D04B1/28,D04B1/28; D04B1/12; D04B1/20; D10B2401/16; D10B2501/041; D10B2403/0114; A41D19/015; A41D19/0044; A41D2400/00; A41D2500/10; D02G3/045; D02G3/32; D02G3/36; D02G3/441; D10B2331/02; D10B2331/04; D10B2331/10,,,
EPO,EP1040909A1,EP1040909A1,Press pad,"A pressing cushion (1) comprises two outer layers (3, 4) and cushioning layer (8), which is elastic in the thickness directi arranged between the two outer layers. The outer layers are constituted by two plies of a spacer textile (2) with spacer threads connecting the plies. The spacer threads are configured as thermally conductive threads.",HEIMBACH GMBH THOMAS JOSEF,HALTERBECK WALTER; KALDENHOFF RALF DR,2000-10-04,1999-03-03,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1040909A1&KC=A1,conductive thread,wearable health monitoring; smart textiles,B30B15/06; B32B3/30; B32B5/26,B32B5/022; B32B5/024; D10B2101/20; D10B2403/0241; B32B5/06; D04B21/14; B32B5/26; B30B15/061; D10B2403/021; B32B5/026,,,
EPO,EP3271905A1,EP3271905A1,Device for controlling a closure system of an article and corresponding article,"The invention concerns a device for controlling the closed or open state of an article, the control device being in the form of an electronic circuit comprising a first closure system (9), comprising a first electrically conductive element (6) and a second electrically conductive element (7) that can be electrically connected to or disconnected from each other, at least the first element (6) comprising a hollow body (60); a power supply source (5) housed in the hollow body (60), a second closure system () comprising a first terminal () and a second terminal (). The control device also comprises a detection and signalling device comprising a detection module configured to be powered by the source (5) in the closed state of the first closure system (9) and to detect the open or closed state of the second closure system, and a signalling module configured to emit a signal depending on the open or closed state of the second closure system detected by the detection module.",GENIUS OBJECTS,TOURRETTE PHILIPPE; FAUCHER ALEXANDRE,2018-01-24,2016-03-17,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3271905A1&KC=A1,circuit; textile electronics,wearable health monitoring; smart textiles,A44B19/24; A41D1/00; H01H1/12; G08B21/02,A44B19/24; H01H2001/125; G08B21/0297; A41D1/005; G08B21/18; A45C13/103; A44D2211/00; A44B19/02; A44B13/0064; A44B1/02; A41F1/004; A41D2300/322,,,
EPO,EP2173934A1,EP2173934A1,Thread delivery device with electronic thread break indicator,"A signalling circuit which uses a constant current source to operate one or more light sources (36) is proposed as signalling device (23) for a thread delivery device (1). This firstly makes its use possible in the case of fluctuating or differently stipulated operating voltages, and secondly makes it possible to detect the number of responding thread delivery devices (1) via the central supply circuit.",MEMMINGER IRO GMBH,KLEINDORP MARKUS; BAEURER VOLKER; KAUFMANN RICHARD; HUSS ROLF,2010-04-14,2007-07-10,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2173934A1&KC=A1,circuit; textile electronics,wearable health monitoring; smart textiles,D04B15/48,D04B15/48,,,
EPO,EP3285545A1,EP3285545A1,Heating device,"This disclosure provides a heating device (10). The heating device (10) comprises an electrically conductive fabric and first and second electrical connections (42, 44). The first and second electrical connections (42, 44) are each connected to the conductive fabric at a first end (15) of the device (10). When the electrical connections (42, 44) are connected to a power source current flows from the first electrical connection (42), though the conductive fabric and to the second electrical connection (44) thereby generating heat.",RATIER-FIGEAC SAS,PICARD Pierre-Alex; PRUNET LUDOVIC,2018-02-21,2016-08-17,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3285545A1&KC=A1,conductive; textile electronics,thermal sensing,H05B3/34,F01D25/02; H05B2203/015; H05B3/03; B64D15/12; F05D2240/24; H05B3/342; F05B2240/21; F03D80/40; F05D2240/303; H05B3/347; Y02E10/72,,,
EPO,EP3738171A1,EP3738171A1,"Electromagnetic-radiation-reflecting structure, article of clothing having an electromagnetic-radiation-reflecting structure, use of such an electromagnetic-radiation-reflecting structure, and system for detecting a user","The invention relates to an electromagnetic-radiation-reflecting structure (120), which is attached to a point of a body of a user. During usual locomotion of the user, the electromagnetic-radiation-reflecting structure (120) produces a micro-Doppler effect because of the attachment of the electromagnetic-radiation-reflecting structure (120) to the body, such that a radar cross-section of the user is enlarged. A material of the electromagnetic-radiation-reflecting structure (120) has a conductivity of greater than 100 S/m or a conductivity of less than 100 S/m, a relative permeability of between 100 and 105 and a relative permittivity of between 1 and 14 or a conductivity of less than 100 S/m, a relative permeability of between 1 and 100 and a relative permittivity of between 7 and 14. The surface area of the electromagnetic-radiation-reflecting structure (120) is greater than 1000 mm2.",BOSCH GMBH ROBERT,WOSTRADOWSKI UWE; HOLZ RAINER,2020-11-18,2018-12-20,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3738171A1&KC=A1,conductivity; textile electronics,wearable health monitoring; smart textiles,G01S13/93; A41D13/01; A61B5/00; H01Q1/27; G01S13/04; H01Q15/14,A41D13/01; H01Q1/273; H01Q15/14; G01S13/04; G01S2013/9329,,,
EPO,EP3741896A1,EP3741896A1,Biomedical patches with aligned fibers,"A structure of aligned (e.g., radially and/or polygonally aligned) fibers, and systems and methods for producing and using the same. One or more structures provided may be created using an apparatus that includes one or more first electrodes that define an area and/or partially circumscribe an area. For example, a single first electrode may enclose the area, or a plurality of first electrode(s) may be positioned on at least a portion of the perimeter of the area. A second electrode is positioned within the area. Electrodes with rounded (e.g., convex) surfaces may be arranged in an array, and a fibrous structure created using such electrodes may include an array of wells at positions corresponding to the positions of the electrodes.",UNIV WASHINGTON,MACEWAN MATTHEW R; XIE JINGWEI; RAY ZACK; XIA YOUNAN,2020-11-25,2011-06-16,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3741896A1&KC=A1,electrodes; textile electronics,wearable health monitoring; smart textiles,B29C48/02; B29C48/05; B29C48/14; B32B27/18; A61L15/22; D04H3/016; D01D5/00; A61F2/02; D04H3/073; D04H3/16; C12M1/12; B32B27/12; A61F13/00; A61L15/42; A61L27/50; D04H1/728; A61L27/14,D04H1/728; D04H1/74; D01D5/00; A61F13/00; A61F2/105; A61F2/0063; A61L15/22; A61L27/50; B29C48/05; D01D5/0092; D01D5/0076; D04H3/016; C12M25/14; A61L15/42; B29C48/142; A61L27/14; A61F2/02; D04H3/073; B29C48/02,,,
EPO,EP0032772A1,EP0032772A1,Apparatus for dry forming of paper or other sheet material of particles or fibres,"For distributing loose fibres on a moving forming web (2) in dry forming of paper an air fluidized fibre material is fed to and recirculated in a pipe circuit comprising two parallel, straight screen pipes (12) extending over the forming web (2) and provided with interior, rotating needle cylinders (34) operating to both convey the material axially in the pipe and effect disintegration of the material as well as to add to the material flow a radial component promoting the fibre outlet through the walls of the screen pipes (12). These pipes (12) themselves are rotatably mounted and adjacent an upper outside area of each pipe (12) is arranged a stationary nozzle system (44) for blowing compressed air against the pipe to thereby successively clean the screen perforations for maintaining a high distributor capacity and enable relatively long fibres to be used in the production.",SCANWEB I S,JACOBSEN EDMOND MOLLER; NIELSEN OTTO VIGGO; PERSSON TORSTEN BENGT,1981-07-29,1981-01-16,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=0032772A1&KC=A1,circuit; textile electronics,wearable health monitoring; smart textiles,D21H27/00; D04H1/425; D04H1/732; D21H/; D04H1/00; D01G25/00; D21F11/14; D21F9/00; B27N3/10; B27N3/12; D04H1/72; D04H1/04,D04H1/72; D21F9/00; D04H1/04; D04H1/732; D04H1/425,,,
